Quality,RuleText
-0.0181818195,ACC >= 0.5 & (AGE < 7.5) & (LYMPHO >= 11.25)
0.0,PLT < 87500 & WBC < 12365 & (AGE < 7.5) & LYMPHO < 11.25
0.100000001,PLT < 124500 & (LYMPHO >= 8.75) & AGE >= 7.5 & LYMPHO < 11.25
0.0,HCT < 29.4500008 & (PLT >= 87500) & WBC < 12365 & (AGE < 7.5) & LYMPHO < 11.25
0.0,TEMPI < 36.9500008 & WBC < 15250 & (WBC >= 12365) & (AGE < 7.5) & LYMPHO < 11.25
0.100000001,(TEMPI >= 36.9500008) & WBC < 15250 & (WBC >= 12365) & (AGE < 7.5) & LYMPHO < 11.25
0.0,COUGH < 0.5 & (WBC >= 15250) & (WBC >= 12365) & (AGE < 7.5) & LYMPHO < 11.25
-0.100000001,(COUGH >= 0.5) & (WBC >= 15250) & (WBC >= 12365) & (AGE < 7.5) & LYMPHO < 11.25
0.100000001,(LYMPHO >= 7.69999981) & (PLT >= 221000) & LYMPHO < 8.75 & AGE >= 7.5 & LYMPHO < 11.25
0.100000001,(PLT >= 356000) & (PLT >= 124500) & (LYMPHO >= 8.75) & AGE >= 7.5 & LYMPHO < 11.25
-0.155555561,PLT < 83500 & PLT < 97500 & (ACC < 0.5) & (AGE < 7.5) & (LYMPHO >= 11.25)
-0.197587714,TEMPI < 79.1999969 & (PLT >= 97500) & (ACC < 0.5) & (AGE < 7.5) & (LYMPHO >= 11.25)
0.100000001,TEMPI < 36.4500008 & (ACC >= 0.5) & (LYMPHO >= 19.4500008) & AGE >= 7.5 & (LYMPHO >= 11.25)
0.0,(TEMPI >= 36.4500008) & (ACC >= 0.5) & (LYMPHO >= 19.4500008) & AGE >= 7.5 & (LYMPHO >= 11.25)
-0.144615397,WBC < 11380 & (HCT >= 29.4500008) & (PLT >= 87500) & WBC < 12365 & (AGE < 7.5) & LYMPHO < 11.25
-0.0400000028,(WBC >= 11380) & (HCT >= 29.4500008) & (PLT >= 87500) & WBC < 12365 & (AGE < 7.5) & LYMPHO < 11.25
0.165714294,HCT < 39.0499992 & (DBP < 2.5) & PLT < 221000 & LYMPHO < 8.75 & AGE >= 7.5 & LYMPHO < 11.25
0.0666666701,(HCT >= 39.0499992) & (DBP < 2.5) & PLT < 221000 & LYMPHO < 8.75 & AGE >= 7.5 & LYMPHO < 11.25
0.100000001,TEMPI < 36.8000031 & DBP >= 2.5 & PLT < 221000 & LYMPHO < 8.75 & AGE >= 7.5 & LYMPHO < 11.25
-0.0500000007,(TEMPI >= 36.8000031) & DBP >= 2.5 & PLT < 221000 & LYMPHO < 8.75 & AGE >= 7.5 & LYMPHO < 11.25
-0.0933333337,DBP < 1.5 & LYMPHO < 7.69999981 & (PLT >= 221000) & LYMPHO < 8.75 & AGE >= 7.5 & LYMPHO < 11.25
