Quality,RuleText
-0.0800000057,HRI < 78 & ACC >= 0.5 & (DEMEN < 0.5)
0.146666676,SEX >= 0.5 & (SOB >= 0.5) & DEMEN >= 0.5
-0.193482265,(HF < 0.5) & (SOB < 0.5) & (ACC < 0.5) & (DEMEN < 0.5)
0.100000001,(SBP >= 10.000001) & SOB >= 0.5 & (ACC < 0.5) & (DEMEN < 0.5)
0.150000006,(DBP < 1.5) & (HRI >= 78) & ACC >= 0.5 & (DEMEN < 0.5)
0.0,DBP >= 1.5 & (HRI >= 78) & ACC >= 0.5 & (DEMEN < 0.5)
-0.0500000007,SBP < 2.5 & (CKD >= 0.5) & SOB < 0.5 & DEMEN >= 0.5
0.0800000057,(SBP >= 2.5) & (CKD >= 0.5) & SOB < 0.5 & DEMEN >= 0.5
-0.0800000057,(COUGH >= 0.5) & (SEX < 0.5) & (SOB >= 0.5) & DEMEN >= 0.5
0.0666666701,(HRI >= 97) & HF >= 0.5 & (SOB < 0.5) & (ACC < 0.5) & (DEMEN < 0.5)
-0.163636371,(SBP < 3.5) & (HRI < 70.5) & CKD < 0.5 & SOB < 0.5 & DEMEN >= 0.5
0.100000001,SBP < 3 & COUGH < 0.5 & (SEX < 0.5) & (SOB >= 0.5) & DEMEN >= 0.5
0.0,(SBP >= 3) & COUGH < 0.5 & (SEX < 0.5) & (SOB >= 0.5) & DEMEN >= 0.5
-0.146666676,HTN < 0.5 & HRI < 97 & HF >= 0.5 & (SOB < 0.5) & (ACC < 0.5) & (DEMEN < 0.5)
-0.0500000007,(HTN >= 0.5) & HRI < 97 & HF >= 0.5 & (SOB < 0.5) & (ACC < 0.5) & (DEMEN < 0.5)
-0.166366369,HF < 0.5 & HTN < 0.5 & SBP < 10.000001 & SOB >= 0.5 & (ACC < 0.5) & (DEMEN < 0.5)
0.0222222228,(HF >= 0.5) & HTN < 0.5 & SBP < 10.000001 & SOB >= 0.5 & (ACC < 0.5) & (DEMEN < 0.5)
-0.0260869563,SBP < 1.5 & (HTN >= 0.5) & SBP < 10.000001 & SOB >= 0.5 & (ACC < 0.5) & (DEMEN < 0.5)
-0.112781957,(SBP >= 1.5) & (HTN >= 0.5) & SBP < 10.000001 & SOB >= 0.5 & (ACC < 0.5) & (DEMEN < 0.5)
-0.127272725,HTN < 0.5 & SBP >= 3.5 & (HRI < 70.5) & CKD < 0.5 & SOB < 0.5 & DEMEN >= 0.5
0.0400000028,(HTN >= 0.5) & SBP >= 3.5 & (HRI < 70.5) & CKD < 0.5 & SOB < 0.5 & DEMEN >= 0.5
0.0769230798,DBP < 1.5 & HRI < 76.5 & HRI >= 70.5 & CKD < 0.5 & SOB < 0.5 & DEMEN >= 0.5
-0.0400000028,(DBP >= 1.5) & HRI < 76.5 & HRI >= 70.5 & CKD < 0.5 & SOB < 0.5 & DEMEN >= 0.5
-0.0974358991,(SBP < 4.5) & (HRI >= 76.5) & HRI >= 70.5 & CKD < 0.5 & SOB < 0.5 & DEMEN >= 0.5
0.0,SBP >= 4.5 & (HRI >= 76.5) & HRI >= 70.5 & CKD < 0.5 & SOB < 0.5 & DEMEN >= 0.5
0.104004823,COUGH < 0.5 & ACC >= 0.5
-0.015248403,(COUGH >= 0.5) & ACC >= 0.5
-0.0118635958,SBP < 8.00000095 & (TEMPI < 35.0499992) & (HTN < 0.5) & (ACC < 0.5)
-0.0623101592,(SBP >= 8.00000095) & (TEMPI < 35.0499992) & (HTN < 0.5) & (ACC < 0.5)
-0.174891949,HF < 0.5 & TEMPI >= 35.0499992 & (HTN < 0.5) & (ACC < 0.5)
0.023077298,BMI >= 3.5 & (HF >= 0.5) & TEMPI >= 35.0499992 & (HTN < 0.5) & (ACC < 0.5)
-0.0202302039,BMI < 2.5 & (BMI < 3.5) & (HF >= 0.5) & TEMPI >= 35.0499992 & (HTN < 0.5) & (ACC < 0.5)
-0.127485275,(BMI >= 2.5) & (BMI < 3.5) & (HF >= 0.5) & TEMPI >= 35.0499992 & (HTN < 0.5) & (ACC < 0.5)
-0.135690734,MALIG < 0.5 & DM < 0.5 & (BMI < 1.5) & TEMPI < 37.75 & HTN >= 0.5 & (ACC < 0.5)
-0.0304977838,(MALIG >= 0.5) & DM < 0.5 & (BMI < 1.5) & TEMPI < 37.75 & HTN >= 0.5 & (ACC < 0.5)
0.0615537278,BMI < 2.00000095 & (DM >= 0.5) & (BMI < 1.5) & TEMPI < 37.75 & HTN >= 0.5 & (ACC < 0.5)
-0.0729040131,(BMI >= 2.00000095) & (DM >= 0.5) & (BMI < 1.5) & TEMPI < 37.75 & HTN >= 0.5 & (ACC < 0.5)
-0.166453406,DM < 0.5 & HF < 0.5 & BMI >= 1.5 & TEMPI < 37.75 & HTN >= 0.5 & (ACC < 0.5)
-0.135646328,(DM >= 0.5) & HF < 0.5 & BMI >= 1.5 & TEMPI < 37.75 & HTN >= 0.5 & (ACC < 0.5)
-0.115251757,TEMPI < 36.9500008 & (HF >= 0.5) & BMI >= 1.5 & TEMPI < 37.75 & HTN >= 0.5 & (ACC < 0.5)
0.025120547,(TEMPI >= 36.9500008) & (HF >= 0.5) & BMI >= 1.5 & TEMPI < 37.75 & HTN >= 0.5 & (ACC < 0.5)
-0.011893576,FEVER < 0.5 & (BMI < 1.5) & (SBP < 1.5) & (TEMPI >= 37.75) & HTN >= 0.5 & (ACC < 0.5)
0.121448874,(FEVER >= 0.5) & (BMI < 1.5) & (SBP < 1.5) & (TEMPI >= 37.75) & HTN >= 0.5 & (ACC < 0.5)
-0.0171027873,TEMPI < 38.0499992 & BMI >= 1.5 & (SBP < 1.5) & (TEMPI >= 37.75) & HTN >= 0.5 & (ACC < 0.5)
-0.0749213323,(TEMPI >= 38.0499992) & BMI >= 1.5 & (SBP < 1.5) & (TEMPI >= 37.75) & HTN >= 0.5 & (ACC < 0.5)
0.0482150018,TEMPI < 38.5499992 & BMI < 2.5 & SBP >= 1.5 & (TEMPI >= 37.75) & HTN >= 0.5 & (ACC < 0.5)
-0.0962137431,(TEMPI >= 38.5499992) & BMI < 2.5 & SBP >= 1.5 & (TEMPI >= 37.75) & HTN >= 0.5 & (ACC < 0.5)
-0.112198822,(BMI < 4.5) & (BMI >= 2.5) & SBP >= 1.5 & (TEMPI >= 37.75) & HTN >= 0.5 & (ACC < 0.5)
-0.0293752588,BMI >= 4.5 & (BMI >= 2.5) & SBP >= 1.5 & (TEMPI >= 37.75) & HTN >= 0.5 & (ACC < 0.5)
-0.0649017245,BMI < 8.00000095 & ACC >= 0.5 & (AGE < 7.5)
0.0587208234,(BMI >= 8.00000095) & ACC >= 0.5 & (AGE < 7.5)
-0.167354733,(SOB < 0.5) & TEMPI < 79.8000031 & (ACC < 0.5) & (AGE < 7.5)
-0.111926474,(AGE < 6.5) & (TEMPI >= 79.8000031) & (ACC < 0.5) & (AGE < 7.5)
0.0664331988,AGE >= 6.5 & (TEMPI >= 79.8000031) & (ACC < 0.5) & (AGE < 7.5)
0.0224613175,BMI < 2.5 & (SBP < 1.5) & (SOB >= 0.5) & AGE >= 7.5
0.168785498,(BMI >= 2.5) & (SBP < 1.5) & (SOB >= 0.5) & AGE >= 7.5
0.0401728563,SBP < 1.5 & (TEMPI >= 38.3499985) & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
0.0585216992,TEMPI < 36.1500015 & BMI >= 1.5 & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.150954902,(BMI < 4.5) & TEMPI < 37.8499985 & SOB >= 0.5 & TEMPI < 79.8000031 & (ACC < 0.5) & (AGE < 7.5)
-0.0715175867,BMI >= 4.5 & TEMPI < 37.8499985 & SOB >= 0.5 & TEMPI < 79.8000031 & (ACC < 0.5) & (AGE < 7.5)
0.0166176073,TEMPI < 37.9500008 & (TEMPI >= 37.8499985) & SOB >= 0.5 & TEMPI < 79.8000031 & (ACC < 0.5) & (AGE < 7.5)
-0.107220784,(TEMPI >= 37.9500008) & (TEMPI >= 37.8499985) & SOB >= 0.5 & TEMPI < 79.8000031 & (ACC < 0.5) & (AGE < 7.5)
-0.152120173,MALIG < 0.5 & (DEMEN < 0.5) & TEMPI < 38.3499985 & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
-0.071818918,(MALIG >= 0.5) & (DEMEN < 0.5) & TEMPI < 38.3499985 & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
-0.0939029083,SBP < 3.5 & DEMEN >= 0.5 & TEMPI < 38.3499985 & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
-0.0114759151,(SBP >= 3.5) & DEMEN >= 0.5 & TEMPI < 38.3499985 & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
-0.0311235432,TEMPI < 39 & (SBP >= 1.5) & (TEMPI >= 38.3499985) & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
-0.0980415642,(TEMPI >= 39) & (SBP >= 1.5) & (TEMPI >= 38.3499985) & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
-0.076389581,SBP < 2.5 & (TEMPI < 36.9500008) & (BMI < 1.5) & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.0188297834,(SBP >= 2.5) & (TEMPI < 36.9500008) & (BMI < 1.5) & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.0221028253,(SBP < 2.5) & TEMPI >= 36.9500008 & (BMI < 1.5) & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
0.0782871544,SBP >= 2.5 & TEMPI >= 36.9500008 & (BMI < 1.5) & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.114965968,(TEMPI < 37.6999969) & (TEMPI >= 36.1500015) & BMI >= 1.5 & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
0.0269297715,TEMPI >= 37.6999969 & (TEMPI >= 36.1500015) & BMI >= 1.5 & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.127291769,DM < 0.5 & (AGE < 8.5) & TEMPI < 37.5499992 & SBP >= 1.5 & (SOB >= 0.5) & AGE >= 7.5
-0.0416570902,(DM >= 0.5) & (AGE < 8.5) & TEMPI < 37.5499992 & SBP >= 1.5 & (SOB >= 0.5) & AGE >= 7.5
-0.0291296095,TEMPI < 36.9500008 & AGE >= 8.5 & TEMPI < 37.5499992 & SBP >= 1.5 & (SOB >= 0.5) & AGE >= 7.5
0.0782704875,(TEMPI >= 36.9500008) & AGE >= 8.5 & TEMPI < 37.5499992 & SBP >= 1.5 & (SOB >= 0.5) & AGE >= 7.5
-0.0298375338,(AGE < 8.5) & (SEX < 0.5) & (TEMPI >= 37.5499992) & SBP >= 1.5 & (SOB >= 0.5) & AGE >= 7.5
0.0916626081,AGE >= 8.5 & (SEX < 0.5) & (TEMPI >= 37.5499992) & SBP >= 1.5 & (SOB >= 0.5) & AGE >= 7.5
0.0117542511,BMI < 3.5 & SEX >= 0.5 & (TEMPI >= 37.5499992) & SBP >= 1.5 & (SOB >= 0.5) & AGE >= 7.5
0.154179975,(BMI >= 3.5) & SEX >= 0.5 & (TEMPI >= 37.5499992) & SBP >= 1.5 & (SOB >= 0.5) & AGE >= 7.5
-0.0935606584,BMI < 8.00000095 & (TEMPI < 35.0499992) & (CKD < 0.5) & (DM < 0.5)
-0.0777967796,SBP < 2.5 & TEMPI < 36.9500008 & CKD >= 0.5 & (DM < 0.5)
-0.0214480106,(SBP >= 2.5) & TEMPI < 36.9500008 & CKD >= 0.5 & (DM < 0.5)
0.111424886,COUGH < 0.5 & (TEMPI >= 36.9500008) & CKD >= 0.5 & (DM < 0.5)
-0.0860611871,(COUGH >= 0.5) & (TEMPI >= 36.9500008) & CKD >= 0.5 & (DM < 0.5)
-0.046955198,(MAM >= 0.5) & (TEMPI >= 37.8000031) & (HRI >= 108.5) & DM >= 0.5
-0.0299798734,(COUGH >= 0.5) & (BMI >= 8.00000095) & (TEMPI < 35.0499992) & (CKD < 0.5) & (DM < 0.5)
0.0357539989,HRI < 134.5 & HRI >= 132.5 & TEMPI >= 35.0499992 & (CKD < 0.5) & (DM < 0.5)
-0.0734238848,(HRI >= 134.5) & HRI >= 132.5 & TEMPI >= 35.0499992 & (CKD < 0.5) & (DM < 0.5)
0.0816468671,HRI < 76.5 & (SBP >= 4.5) & (BMI < 1.5) & HRI < 108.5 & DM >= 0.5
-0.0262609404,MALIG >= 0.5 & (TEMPI < 37.75) & BMI >= 1.5 & HRI < 108.5 & DM >= 0.5
-0.0149875153,(HRI >= 99.5) & TEMPI >= 37.75 & BMI >= 1.5 & HRI < 108.5 & DM >= 0.5
0.0686904341,(HRI < 119.5) & TEMPI < 36.5499992 & TEMPI < 37.8000031 & (HRI >= 108.5) & DM >= 0.5
-0.00470439112,HRI >= 119.5 & TEMPI < 36.5499992 & TEMPI < 37.8000031 & (HRI >= 108.5) & DM >= 0.5
-0.0179369282,DBP < 2.5 & (TEMPI >= 36.5499992) & TEMPI < 37.8000031 & (HRI >= 108.5) & DM >= 0.5
-0.112256527,(DBP >= 2.5) & (TEMPI >= 36.5499992) & TEMPI < 37.8000031 & (HRI >= 108.5) & DM >= 0.5
0.133735374,HRI < 129 & MAM < 0.5 & (TEMPI >= 37.8000031) & (HRI >= 108.5) & DM >= 0.5
0.0178597383,(HRI >= 129) & MAM < 0.5 & (TEMPI >= 37.8000031) & (HRI >= 108.5) & DM >= 0.5
0.00045011309,(SEX < 0.5) & COUGH < 0.5 & (BMI >= 8.00000095) & (TEMPI < 35.0499992) & (CKD < 0.5) & (DM < 0.5)
0.0268563665,SEX >= 0.5 & COUGH < 0.5 & (BMI >= 8.00000095) & (TEMPI < 35.0499992) & (CKD < 0.5) & (DM < 0.5)
-0.153374106,BMI < 10.000001 & TEMPI < 37.75 & (HRI < 132.5) & TEMPI >= 35.0499992 & (CKD < 0.5) & (DM < 0.5)
-0.138010025,(BMI >= 10.000001) & TEMPI < 37.75 & (HRI < 132.5) & TEMPI >= 35.0499992 & (CKD < 0.5) & (DM < 0.5)
-0.124577895,MALIG < 0.5 & (TEMPI >= 37.75) & (HRI < 132.5) & TEMPI >= 35.0499992 & (CKD < 0.5) & (DM < 0.5)
